product_id,ProductID,product_name,Product Name,category,Category,sub_category,brand,Brand,sku,SKU_Code,unit_price,Price_USD,cost_price,CostPrice,weight,Weight_kg,stock_quantity,StockQty,reorder_level,ReorderLevel,is_discontinued,IsDiscontinued,supplier_id,SupplierID,rating,Rating_Stars,warranty_months,WarrantyMonths,country_of_origin,Origin,launch_date,LaunchDate,last_updated,tags,tmp_notes
PROD00039,PROD00039,Router WiFi6 Lite,Router WiFi6 Lite,Electronics,Electronics,Budget,Apple,Logitech,SKU-YC4V7ZYA,TJH5823,USD 1596.93,4603.39,$465.38,USD 484.84,3.16,6830.0 g,N/A,5450,408,null,No,1,NaN,SUPP0007,2.7,,NaN,12,Japan,JP,24-01-2023,2023/11/15,"sale,popular",
PROD00040,PROD00040,4K Monitor Plus,4K Monitor Plus,Networking,Networking,Professional,Samsung,Samsung,SKU-J5LRDLA6,HQX6572,893.89 USD,2264.32,34.19,USD 265.13,16450.0 g,23.99 kg,6611,6089,317,492,TRUE,yes,SUPP0050,SUPP0034,2.5,3.3,18,24,India,JP,"January 10, 2023",02/12/2020,clearance,
PROD00041,PROD00041,Noise Cancelling Headphones Max,Noise Cancelling Headphones Max,Peripherals,Peripherals,Budget,Sony,Dell,SKU-RHASP237,IND6098,null,USD 3769.73,€1908.65,2301.45,94.64 lbs,24.3 lbs,1647,9718,370,166,Y,TRUE,SUPP0044,SUPP0044,2.4,3.1,24,6,Japan,DE,2020/11/23,2020/10/01,,
PROD00042,PROD00042,Smart Watch v2,Smart Watch v2,Peripherals,Peripherals,Professional,HP,HP,SKU-OKNTMLUD,XVT4113,N/A,€2611.38,1864.03,"$1,748.20",29.56 kg,31.51 lbs,6521,2210,210,126,Yes,yes,SUPP0038,SUPP0020,,3.3,6,6,South Korea,US,2020-05-28,06/18/2021,,
PROD00043,PROD00043,N/A,External SSD Max,NULL,Accessories,Business,Samsung,Apple,SKU-URDKE3TX,DUM5979,4031.47,4311.27,1741.7,$113.95,22.01 kg,11530.0 g,2158,3415,9,272,,Y,SUPP0001,SUPP0015,2.0,2.2,18,6,,KR,17-02-2016,06-06-2022,,
PROD00044,PROD00044,External SSD Lite,External SSD Lite,Accessories,Accessories,,Logitech,Logitech,SKU-0C6II5WU,EIB5602,"$3,607.31",3102.27,£2077.36,$1463.58,28.76 kg,34.34 kg,4866,N/A,409,400,No,Y,SUPP0023,,3.1,3.8,12,12,Taiwan,CN,03/10/2022,2021-01-11,"new,clearance,bundle",
PROD00045,PROD00045,NULL,Mechanical Keyboard ,Peripherals,Peripherals,Home,Sony,Dell,SKU-VE9SPXK6,QZR2474,NULL,3358.42,NULL,"$2,088.76",41100.0 g,83.53 lbs,4000,2053,251,427,true,TRUE,SUPP0048,SUPP0039,3.7,2.8,12,6,USA,CN,280717,2021-09-16,bundle,
PROD00046,PROD00046,Office Chair v1,Office Chair v1,NaN,N/A,Budget,Logitech,HP,SKU-SFRHDVYL,IYP4172,1530.2,USD 1752.12,£1497.88,2695.5,45.38 lbs,0.38 kg,6096,5124,409,47,N,yes,SUPP0015,SUPP0038,4.6,2.0,36,6,India,DE,07/06/2023,01/15/2020,"bundle,popular",
PROD00047,PROD00047,Standing Desk v1,Standing Desk v1,Furniture,Furniture,Budget,Samsung,Apple,SKU-UDLX5K2Q,LFR2339,3484.56,$2476.36,185.21,250.42,3750.0 g,84.23 lbs,890,4281,173,,Yes,N,SUPP0043,NULL,4.3,4.9,24,6,Germany,US,14-12-2015,"February 21, 2023","sale,popular",
PROD00048,PROD00048,Smart Watch v1,Smart Watch v1,Accessories,Accessories,Professional,Apple,Logitech,SKU-D6HP9NK6,VCV1541,3722.14 USD,NULL,NaN,USD 2955.4,33.23 lbs,90.41 lbs,6790,478,475,194,1,1,SUPP0004,,2.4,NULL,24,N/A,Taiwan,CN,05/31/2017,190520,sale,
PROD00049,PROD00049,∑ω∂,Standing Desk Pro,Peripherals,Peripherals,Business,Sony,Apple,SKU-Y9PW8Y9P,YHK5656,4505.97 USD,£99.2,$2581.39,,47.96,22850.0 g,8117,6243,90,148,No,false,SUPP0029,SUPP0014,1.8,1.7,36,12,Taiwan,JP,"March 27, 2017",170920,"clearance,bundle,popular",
PROD00050,PROD00050,USB-C Hub v1,USB-C Hub v1,Mobile,Mobile,Business,Dell,Apple,SKU-YV1E8OKW,UYX8380,3520.54 USD,130.37 USD,2027.87,€1437.64,0.77,88.6 lbs,5324,9284,271,172,NaN,N/A,SUPP0038,SUPP0017,null,4.6,12,24,China,JP,"October 24, 2023",09/12/2021,"popular,sale",
PROD00051,PROD00051,Router WiFi6 ,Router WiFi6 ,Furniture,Furniture,Budget,Apple,HP,SKU-3GLXSF2P,JRJ6571,4001.75 USD,€442.12,£2473.0,£59.53,2120.0 g,3.7 kg,320,3577,453,355,TRUE,TRUE,SUPP0005,SUPP0040,3.7,2.6,12,6,USA,DE,"May 02, 2021",2023/01/23,,
PROD00052,PROD00052,Webcam HD v2,Webcam HD v2,Peripherals,Peripherals,,Dell,,SKU-QEVCPWYJ,DPZ3940,USD 4382.36,3968.6 USD,1527.71,155.62,40.59,11230.0 g,2892,7622,25,418,0,No,NULL,SUPP0016,1.9,2.0,6,6,USA,DE,"October 31, 2018",2023/09/18,"popular,clearance",
PROD00053,,Smartphone X12 Max,,Networking,Networking,Professional,Logitech,Samsung,NULL,GZM1232,4451.83,4248.05,,€1955.44,19.03 kg,23.34 kg,6506,3046,115,335,no,N,SUPP0044,SUPP0019,2.8,3.2,24,6,Taiwan,JP,09/24/2015,2021/07/10,"new,bundle,popular",
PROD00042,PROD00054,∑ω∂,USB-C Hub v2,Mobile,Mobile,Home,Dell,HP,SKU-3GT3LS34,EXM2354,376.71 USD,£3726.65,€2398.36,USD 534.78,25.03 kg,15100.0 g,6609,1191,156,191,Yes,no,SUPP0049,SUPP0039,3.4,4.2,24,24,South Korea,KR,2023-07-14,2022/10/25,new,N/A
PROD00055,PROD00055,4K Monitor ,4K Monitor ,Mobile,Mobile,,Apple,Apple,NULL,FFJ2193,1766.03,4919.61,$2677.15,€2460.46,18.59,17.78,3210,5678,443,44,TRUE,1,SUPP0002,SUPP0041,4.5,1.1,24,6,USA,US,2015/04/08,null,"new,popular,sale",
PROD00056,PROD00056,"Tablet 10"" v2","Tablet 10"" v2",Mobile,Mobile,Home,HP,Samsung,SKU-S7TGI5GT,TGY4546,NULL,3423.53 USD,£1541.62,331.7 USD,23.37 lbs,29690.0 g,2838,4116,287,289,1,0,SUPP0006,SUPP0009,2.2,4.8,18,24,Germany,DE,280418,2020-10-18,"sale,clearance,bundle",NaN
PROD00057,null,USB-C Hub Lite,USB-C Hub Lite,Accessories,Accessories,Budget,Dell,HP,SKU-STW1CS3L,ITV3125,£468.67,NaN,"$1,587.25",261.82 USD,NaN,105.58 lbs,6849,4278,434,353,No,Y,NULL,SUPP0002,3.1,2.7,36,12,South Korea,KR,2023-08-13,NULL,"bundle,new,clearance",
PROD00058,PROD00058,Webcam HD Pro,Webcam HD Pro,Peripherals,Peripherals,Gaming,Logitech,NULL,SKU-VZEH5P1B,DYN6781,€744.92,NaN,737.96,2626.43 USD,14.88 lbs,15240.0 g,6541,1333,20,61,FALSE,0,SUPP0018,SUPP0046,2.6,4.2,6,6,Japan,JP,2022/10/08,null,bundle,
PROD00059,PROD00059,Smartphone X12 v2,Smartphone X12 v2,Electronics,Electronics,N/A,Samsung,NULL,SKU-PAKNSJV4,FYE5203,772.47,USD 4331.13,"$2,975.66",$992.27,20.86 kg,8.54,8240,8797,null,359,true,No,SUPP0027,SUPP0024,1.3,4.1,36,6,USA,JP,null,2022/12/17,,
PROD00060,N/A,Smartphone X12 Plus,Smartphone X12 Plus,Mobile,Mobile,Budget,Dell,Apple,SKU-UVD83WQ5,LIZ5194,N/A,$66.3,£1709.87,$1704.49,24.35 kg,76.65 lbs,,8962,,39,0,no,SUPP0006,SUPP0008,NaN,3.9,18,6,China,,040720,170122,"bundle,sale",
PROD00061,PROD00061,NULL,Standing Desk Max,Furniture,Furniture,Business,Dell,HP,,QUD6961,NaN,475.87 USD,$663.31,$288.47,46.37 lbs,7.3,1562,7722,379,459,Y,Yes,NULL,SUPP0048,2.3,3.6,null,6,India,US,18-06-2023,01/05/2021,,
PROD00062,PROD00062,"Tablet 10"" Plus","Tablet 10"" Plus",Peripherals,Peripherals,Home,NaN,Samsung,SKU-5N3PQ0YQ,FKN6689,1269.54 USD,3696.86,"$1,138.83",2362.92,19350.0 g,12.68,9757,9734,339,374,0,Yes,SUPP0013,SUPP0006,2.4,null,12,24,Japan,JP,"June 20, 2015",null,"sale,bundle",
PROD00063,PROD00063,Laptop Pro v2,Laptop Pro v2,null,Peripherals,Business,HP,Dell,SKU-OZKU72CE,YPY3385,"$3,155.54",1232.27 USD,NULL,"$1,784.88",42.04 kg,11680.0 g,3945,7298,402,147,1,NaN,SUPP0023,NaN,1.7,3.0,12,6,USA,CN,05/14/2023,"January 14, 2021","clearance,sale",
PROD00064,PROD00064,"Tablet 10"" Pro","Tablet 10"" Pro",Networking,Networking,Gaming,Dell,HP,SKU-F4FFA1OI,QRV5473,"$2,160.20",£751.2,£1168.43,USD 327.24,31.75,11330.0 g,4205,2427,247,268,TRUE,null,SUPP0045,SUPP0004,3.8,3.4,6,6,India,JP,2017-02-02,2022-09-18,"popular,sale",
PROD00065,PROD00065,4K Monitor Max,4K Monitor Max,Networking,Networking,Gaming,HP,Apple,SKU-SRGXNXCL,HWE2731,$2502.18,1877.6 USD,1819.35,1830.09,16.36 lbs,35390.0 g,6352,671,378,76,yes,Y,SUPP0034,SUPP0013,4.9,,null,6,USA,null,10/25/2023,"February 25, 2021",,
PROD00066,PROD00066,External SSD ,External SSD ,Accessories,Accessories,Home,Generic,Dell,SKU-FEYHJHW3,DRH6136,4768.19,480.28,2199.99,331.16 USD,2.96,45.05,518,2434,NULL,486,N,0,SUPP0012,SUPP0011,1.9,1.3,12,6,Japan,CN,"June 01, 2022",08/19/2020,,
PROD00067,PROD00067,"Tablet 10"" Pro","Tablet 10"" Pro",Networking,Networking,Professional,Samsung,Logitech,SKU-M3MW6G1Q,TVI3010,-929,3199.8,671.74,403.23,1.08 lbs,99.89 lbs,2920,9185,14,337,yes,false,SUPP0034,SUPP0017,2.4,3.0,36,12,Japan,US,2022-05-23,"October 04, 2023",,
PROD00068,PROD00068,Mechanical Keyboard ,Mechanical Keyboard ,Peripherals,Peripherals,Budget,Apple,HP,SKU-2WTXAGMK,MMB8842,2037.86 USD,$4588.97,,2305.32,28.27,35960.0 g,4102,8966,49,26,Y,true,SUPP0035,SUPP0010,4.5,,12,6,China,CN,030216,"May 07, 2022",,
PROD00069,PROD00069,Webcam HD v1,Webcam HD v1,Networking,Networking,,Apple,Dell,SKU-7A2944Z4,VOJ2102,€1444.44,USD 488.22,$2344.78,$732.55,40960.0 g,54.66 lbs,6828,null,323,339,No,false,SUPP0050,SUPP0015,2.3,3.7,36,12,China,DE,"July 28, 2019","May 06, 2020",,
PROD00070,PROD00070,External SSD Max,External SSD Max,Networking,Networking,Professional,Sony,Apple,SKU-VVIQXTTB,NaN,USD 2152.58,null,USD 1236.59,NULL,11.52 kg,21.65 lbs,8655,5710,346,432,N,no,SUPP0033,SUPP0013,2.7,1.4,24,12,India,JP,NaN,2022/11/01,,
PROD00071,PROD00071,Laptop Pro Pro,Laptop Pro Pro,Mobile,Mobile,,HP,HP,,EIJ1547,USD 2675.6,€809.48,$862.99,$1656.89,26.86 lbs,21220.0 g,N/A,8452,297,103,0,true,SUPP0049,SUPP0041,1.2,1.3,36,24,Japan,KR,060423,2022-03-02,"popular,sale",
PROD00072,PROD00072,Office Chair Lite,Office Chair Lite,Accessories,Accessories,Gaming,LG,Dell,SKU-V6JSLUK4,ZRH9274,$621.69,$482.24,"$1,754.35",2890.28,14.79,34.44 kg,527,2748,176,249,No,N,SUPP0008,SUPP0047,1.1,4.7,6,12,Germany,US,"July 06, 2016","May 16, 2023",,
PROD00073,PROD00073,Standing Desk v2,Standing Desk v2,Accessories,Accessories,Professional,Generic,Samsung,SKU-5SX0S48K,QFC7863,4097.69,831.18,847.77,NULL,16.13,N/A,8591,4379,171,136,Yes,no,SUPP0025,SUPP0006,1.7,4.1,12,12,South Korea,US,2020-08-06,2023/11/02,,
PROD00014,PROD00074,Laptop Pro v1,Laptop Pro v1,Accessories,Accessories,Gaming,Dell,Logitech,SKU-21WS4SZQ,QJM3269,1405.36 USD,£4839.88,1787.9,$758.00,22.94 kg,18.79 lbs,7218,8044,119,163,N,NaN,SUPP0028,SUPP0033,3.2,1.6,36,24,NULL,DE,2021/10/23,"March 27, 2020","popular,clearance,sale",
PROD00075,PROD00075,Smart Watch Max,N/A,Accessories,Accessories,Budget,Generic,Samsung,SKU-WV976XJ5,BXE9062,$404.69,594.22,$42.05,$66.69,29.18 kg,55.85 lbs,6269,528,213,91,No,yes,NULL,SUPP0020,1.2,,12,6,Taiwan,CN,"December 20, 2018",,sale,
PROD00076,null,4K Monitor Lite,4K Monitor Lite,Accessories,Accessories,Gaming,HP,Logitech,SKU-ZXW6HFQA,PCV1709,$798.08,2056.84,1157.63 USD,$843.10,46.49,11.33 lbs,2572,6969,14,181,No,no,SUPP0013,SUPP0029,3.6,3.9,12,12,Taiwan,JP,2018/12/07,"August 07, 2021","sale,popular",
PROD00077,PROD00077,Wireless Mouse Pro,Wireless Mouse Pro,Electronics,Electronics,Business,Samsung,HP,SKU-BZCNW4PL,RKD6374,USD 2954.08,"$2,271.51",1021.43,USD 697.08,19.21,39.73 lbs,6824,NULL,NaN,333,0,yes,SUPP0012,NULL,1.3,4.9,,6,China,JP,12/19/2015,290922,"bundle,new,sale",
PROD00078,PROD00078,4K Monitor ,4K Monitor ,Mobile,Mobile,Home,Sony,Dell,SKU-EF88540F,ODR5537,N/A,409.18,971.21,2937.91,3.15 kg,11.55 kg,1960,7174,43,399,no,FALSE,SUPP0049,SUPP0047,1.5,1.9,6,6,Taiwan,KR,2020/11/08,"November 11, 2023","bundle,sale",
PROD00079,PROD00079,Webcam HD v1,Webcam HD v1,Networking,Networking,,HP,HP,SKU-SXN36UIL,VAF2723,4566.09,£1426.8,$1873.12,$986.85,23.16,97.15 lbs,3191,4380,276,74,Yes,,SUPP0050,SUPP0014,4.5,2.4,36,12,Japan,JP,null,17-04-2022,"clearance,sale",
